"Export time: 8/6/2022, 12:17:36 AM","","#","Product Name","Brand","Price","Mo. Sales","D. Sales","Mo. Revenue","Date First Available","Net","Rating Number","Rating","Fees","Rank","Category","ASIN","Link"
"","","75","Sooez 30 Pack Heavy Duty Photo Page Protector (3.5x5 240 Photos) Plastic Clear Photo Album Sleeves for 3-Ring Binder Four Pockets Per Page Top Loading Double-Sided","Sooez","$6.99","1950","65","$13631","12/09/2020","$2.87","1108","4.7","$4.12","2358","Office Products","B08Q7746SW","https://www.amazon.com/dp/B08Q7746SW"
"","","76","MaxGear Photo Sleeves for 3 Ring Binder 30 Pack - (4x6 for 180 Photos)Archival Photo Pages Photo Album Refill Pages Photo Sheet Protector Page Protectors 8.5 x 11 Each Page Holds Six 4x6 Pictures","MaxGear","$7.69","1625","54","$12496","09/16/2020","$3.47","1069","4.7","$4.22","6619","Office Products","B08JCBWB91","https://www.amazon.com/dp/B08JCBWB91"
"","","77","8.5 x 14 Paper Sleeves 50 PCS Legal- Size Document Sleeves Landscape Page Protectors for 3 Ring Binder Legal Sheet Protectors Side Loading","tutata","$9.99","...","...","...","07/09/2022","...","0","","","","...","B09ZTYNQLH","https://www.amazon.com/dp/B09ZTYNQLH"
"","","78","9 Pocket Page Protector - 540 Pockets Premium Double Side Trading Card Sleeves Pages for 3 Ring Binder Standard Size Card Sheets Protectors Fit for Sport Cards Coupon Business Cards Pokemon Cards","JIQEZNL","$7.19","2514","83","$18076","01/19/2021","$3.04","1267","4.8","$4.15","3603","Office Products","B08TGR1T6H","https://www.amazon.com/dp/B08TGR1T6H"
"","","79","Trading Card Sleeve - Fit 400 Cards 50 Pages [4 Slots] Double-Sided Clear Card Page Sheet Protectors for 3 Ring Binder | CampFENSE Card Sleeve Compatible with Pokemon YuGiOh Baseball Cards MTG","CampFENSE","$3.95","90","3","$356","06/14/2022","$0.29","0","","$3.66","59505","Office Products","B0B45GVTG9","https://www.amazon.com/dp/B0B45GVTG9"
"","","80","MaxGear Pokemon Card Binder Sleeves Baseball Trading Card Page Protectors 9 Pocket for 3 Ring Binder 30 Pack Heavyweight Sheet Protector Sleeve for Sport Cards Coupon Game Cards Business Cards","MaxGear","$6.49","1967","65","$12766","03/05/2018","$2.45","6513","4.7","$4.04","4819","Office Products","B07B8JV4ZC","https://www.amazon.com/dp/B07B8JV4ZC"
"","","81","Oxford Lightweight Sheet Protectors Clear Finish Top Load Letter Size Plastic Sleeves Reinforced 3 Hole Punch for Binders 200 per Box (33268)","Oxford","$12.40","105","3","$1302","03/29/2022","$4.41","19","4.7","$7.99","32523","Office Products","B09WW3HY6R","https://www.amazon.com/dp/B09WW3HY6R"
"","","82","Office Depot Top-Loading Sheet Protectors Standard Weight Non-Glare Box Of 100 498761","Office Depot","$11.82","75","2","$887","09/20/2012","$4.91","101","4.7","$6.91","38235","Office Products","B009EVQDPC","https://www.amazon.com/dp/B009EVQDPC"
"","","83","Seashell 250 Economy Sheet Protectors 8.5 x 11 Clear Plastic Page Protectors for 3 Ring Binder Letter Size Acid Free Top Loading Binder Sleeves for 8.5 x 11 Inch Sheets","Seashell","$14.98","677","22","$10141","09/17/2020","$6.3","400","4.8","$8.68","21511","Office Products","B08JGQC2DR","https://www.amazon.com/dp/B08JGQC2DR"
"","","84","Mini Heavyweight Sheet Protectors Top Loading Reinforced 7-Hole 5.5 x 8.5 Inch Page Protectors for Mini Ring Binders Acid-Free Archival Safe for Documents and Photos (25 Sheets)","RUBEX","$5.57","1139","37","$6344","07/24/2019","$1.81","1789","4.7","$3.76","9737","Office Products","B07VQWHBJ5","https://www.amazon.com/dp/B07VQWHBJ5"
"","","85","200/Box Clear Heavyweight Poly Sheet Protectors by Gold Seal 8.5' x 11'","GOLD SEAL","$17.99","224","7","$4030","05/20/2018","$8.86","1175","4.8","$9.13","37779","Office Products","B07D6XLNY3","https://www.amazon.com/dp/B07D6XLNY3"
"","","86","Clear Sheet Protectors for 3 Ring Binders - 50 Pack Letter Size Top Load 8.5' x 11' Page Holders Highlight Transparent OS0150","Uncle Paul","$6.99","144","4","$1007","07/28/2020","$2.87","334","4.7","$4.12","47449","Office Products","B08DHM8VL6","https://www.amazon.com/dp/B08DHM8VL6"
"","","87","VST No Hole Sheet Protectors 8.5 x 11 Inches Crystal Clear Page Protectors Heavyweight Plastic Sleeves Page Sleeves Top Loading Paper Protector Acid Free Letter Size Dry Erase Pocket","VST","$11.99","266","8","$3189","08/23/2021","$5.05","49","4.6","$6.94","20964","Office Products","B09DG1G7VZ","https://www.amazon.com/dp/B09DG1G7VZ"
"","","88","Samsill 50 Pack 11x17' Sheet Protectors Poster Protector Tabloid Protector Ledger Size Sheet Protectors for Document Side Loading Heavyweight and Archival Safe","Samsill","$16.95","2","0","$34","07/23/2020","$7.18","88","4.8","$9.77","89199","Office Products","B08DL5K2PK","https://www.amazon.com/dp/B08DL5K2PK"
"","","89","Avery Standard Weight Sheet Protectors 10 Count Pack of 4 (75540)","AVERY","$11.98","75","2","$899","10/24/2017","$6.59","27","4.9","$5.39","52601","Office Products","B076V5XMDC","https://www.amazon.com/dp/B076V5XMDC"
"","","90","12 Pack A5 Size Clear Sheet Protectors 4.9 x 8 Inch Plastic Sleeves Page Protectors Top Loading Paper Protector for 6 Ring Binders Acid-Free Archival Safe for Documents and Photos","Mogoostry","$13.39","204","6","$2732","03/10/2022","$8.46","10","3.9","$4.93","24260","Office Products","B09VBV8DB7","https://www.amazon.com/dp/B09VBV8DB7"
"","","91","Avery Clear Heavy Duty Vinyl Sheet Protectors Top Load 100 Document Protectors (73900)","AVERY","$30.12","42","1","$1265","12/01/2004","$18.87","31","4.1","$11.25","65319","Office Products","B000WXGD92","https://www.amazon.com/dp/B000WXGD92"
"","","92","BAZIC Top Loading Sheet Protectors (20/Pack)","BAZIC Products","$6.69","110","3","$736","04/05/2006","$2.77","19","4.2","$3.92","41419","Office Products","B003BSBFAC","https://www.amazon.com/dp/B003BSBFAC"
"","","93","Sheet Protectors Clear Sheet Protector for 3 Ring Binder Page Protectors - Top Loading 3 Hole Punched - 8.5 x 11 Inches - Archival Safe for Photos or Printed Copy - Holds Multiple Sheets - 200 Pack","Manaloom","$12.69","10","0","$127","06/13/2022","$4.36","0","","$8.33","184240","Office Products","B0B43XBDX1","https://www.amazon.com/dp/B0B43XBDX1"
"","","94","525 Clear Heavyweight Sheet Protectors - 3.3 MIL Thickness - Reinforced 3 Hole Design - Protects Photos and 8.5 x 11 Documents - Top Loading - Archival Safe - PVC and Acid Free - Box of 525","Office Elite","$25.95","112","3","$2906","05/07/2018","$13.23","252","4.9","$12.72","55472","Office Products","B07CYQ6TF1","https://www.amazon.com/dp/B07CYQ6TF1"
"","","95","Avery Clear Protect 'n Tab Tabbed Sheet Protector Dividers 8-Tab Set Top Load 8 Page Protectors (74161)","AVERY","$8.69","118","3","$1025","12/01/2004","$4.47","473","4.7","$4.22","58549","Office Products","B00006IC7Z","https://www.amazon.com/dp/B00006IC7Z"
"","","96","Sooez 30 Pack Heavy Duty Photos or Postcards Page Protectors Plastic Clear Photo Holder Sleeves for 3 Ring Binder Two 5'' x 7'' Pockets Per Page Top Loading Perfect for Checking & Organizing","Sooez","$6.95","770","25","$5352","06/21/2020","$2.84","802","4.7","$4.11","13656","Office Products","B08BLKXD7D","https://www.amazon.com/dp/B08BLKXD7D"
"","","97","Rightline Gear Range 3 Car Top Carrier 18 cu ft Weatherproof + Attaches With or Without Roof Rack","Rightline Gear","$67.40","161","5","$10851","10/01/2019","$51.38","477","4.3","$16.02","21285","Automotive","B07YN3CV84","https://www.amazon.com/dp/B07YN3CV84"
"","","98","BCW Sheet Music Sleeves 2-mil Polypropylene 9-3/8' x 12-1/4' (100-Count)","BCW","$13.96","178","5","$2485","07/28/2010","$6.73","350","4.7","$7.23","37787","Office Products","B003XPDDZI","https://www.amazon.com/dp/B003XPDDZI"
"","","99","JAM PAPER Sheet Protectors - Fits Standard 8 1/2 x 11 Paper - Clear - 10 Document Sleeves/Pack","JAM Paper","$7.99","78","2","$623","01/28/2013","$3.87","108","4.4","$4.12","34342","Office Products","B00B7MTGMS","https://www.amazon.com/dp/B00B7MTGMS"
"","","100","Sheet Protector","Pen + Gear","$5.99","30","1","$180","12/07/2018","$2.02","15","4.9","$3.97","111148","Office Products","B07L7L386V","https://www.amazon.com/dp/B07L7L386V"
"","","101","JIKIOU Basics Clear Sheet Protector for 3 Ring Binder 80 Pack Clear Page Protectors Fit Standard 8.5 x 11 Paper Plastic Sleeves for Binders Top Loading Paper Protector Letter Size","JIKIOU","$12.99","25","0","$325","02/22/2022","$5.9","2","4","$7.09","138663","Office Products","B09T6WF8QW","https://www.amazon.com/dp/B09T6WF8QW"
"","","102","Arae Clear Sheet Protectors for 3 Ring Binder 8.5 x 11 inch Heavy Duty Plastic Sleeves Reinforced Holes 50 Pack","Arae","$7.99","729","24","$5825","05/26/2019","$3.72","879","4.6","$4.27","10546","Office Products","B07S8NN63Y","https://www.amazon.com/dp/B07S8NN63Y"
"","","103","Office Depot Heavyweight Sheet Protectors 8 1/2in. x 11in. Clear Pack Of 100 OD491658","Office Depot","$14.29","145","4","$2072","09/12/2013","$6.36","109","4.7","$7.93","24593","Office Products","B00F63MJ00","https://www.amazon.com/dp/B00F63MJ00"
"","","104","20 (Twenty Pages) - BCW Pro 2-Pocket Page (7-1/8' x 5-1/2' Cards Postcards or Photos)","BCW","$6.73","875","29","$5889","11/15/2018","$2.65","1705","4.7","$4.08","9302","Office Products","B003AOK3O6","https://www.amazon.com/dp/B003AOK3O6"
"","","105","90 Count Sheet Protectors 100 Percent Poly Sheet Protectors by Better Office Products 8.5 x 11' Top Loading Paper Protectors","Better Office Products","$7.49","170","5","$1273","03/03/2022","$2.78","20","4.8","$4.71","47323","Office Products","B09TV9MWSR","https://www.amazon.com/dp/B09TV9MWSR"
"","","106","GBC Swing-Ring Presentation Sheet Protectors Clear 10 per Box (A7020105)","GBC","$5.29","60","2","$317","07/04/2006","$1.58","93","4.6","$3.71","93274","Office Products","B000WXEFV0","https://www.amazon.com/dp/B000WXEFV0"
"","","107","Heavyweight Clear Mini Sheet Protectors Holds 5.5 x 8.5 Inches Sheets Fits a 3-Ring Binder Crystal Clear and Acid-Free with Reinforced Holes Top Loading Paper Protector (200 Pack)","Officewerks","$15.97","75","2","$1198","03/21/2018","$8.43","102","4.7","$7.54","37019","Office Products","B08HJSYVBD","https://www.amazon.com/dp/B08HJSYVBD"
"","","108","Amazon Basics 9 Sleeve Card Protectors Binder Sheet - 100-Pack","Amazon Basics","$13.93","1969","65","$27428","08/14/2019","$6.7","6109","4.3","$7.23","3749","Office Products","B07PD7KBN5","https://www.amazon.com/dp/B07PD7KBN5"
"","","109","Avery 72311 Clear Plastic Sleeves Polypropylene Letter (Pack of 12)","AVERY","$5.65","414","13","$2339","12/07/2004","$1.88","672","4.6","$3.77","14717","Office Products","B000RMO37M","https://www.amazon.com/dp/B000RMO37M"
"","","110","50 Sheet Protectors Landscape Clear Page Protectors 8.5 X 11 Inch for 3 Ring Binder Plastic Sheet Sleeves Top Loading with 3 Hole-Punched Archival Safe Non-Stick and Long-Lasting","Performore","$19.99","78","2","$1559","11/30/2017","$13.92","59","4.5","$6.07","32730","Office Products","B08KGXBNSZ","https://www.amazon.com/dp/B08KGXBNSZ"
"","","111","C-Line Top Loading Heavyweight Poly Sheet Protectors Clear 8.5 x 11 Inches 100 per Box (62023)","C-Line","$16.79","36","1","$604","05/25/2012","$8.48","46","4.6","$8.31","124374","Office Products","B008D0HVV0","https://www.amazon.com/dp/B008D0HVV0"
"","","112","Better Office Products Sheet Protectors 300 Count","Better Office Products","$16.99","79","2","$1342","05/15/2018","$8.01","712","4.6","$8.98","63275","Office Products","B07D449FQD","https://www.amazon.com/dp/B07D449FQD"
"","","113","PERFORMORE 10 Pack of 8.5 x 14 Heavyweight Landscape Sheet Protectors Legal Paper Sleeves Clear Archival Quality Horizontal Legal Size Clear Sheet Protectors for Binders Documents","Performore","$7.99","13","0","$104","11/30/2017","$3.72","6","4.4","$4.27","144454","Office Products","B092KY8B6D","https://www.amazon.com/dp/B092KY8B6D"
"","","114","VANANSA 100 Count Sheet Protectors Page Protectors with 3 Ring Binder 9.25 x 11.22 Inches Letter Size Protector Top Loading Clean Paper Protector 2.36 Mil /0.06MM Acid-Free Oranger Coded Edges.","VANANSA","$6.99","72","2","$503","08/25/2021","$2.87","41","4.6","$4.12","55186","Office Products","B095355F95","https://www.amazon.com/dp/B095355F95"
"","","115","Business Source Economy Weight Top Loading Sheet Protectors - 8.5 x 11 Inches - Clear - Pack of 100 (74551)","Business Source","$8.67","24","0","$208","06/20/2007","$2.23","24","4","$6.44","111810","Office Products","B0033UJ3ES","https://www.amazon.com/dp/B0033UJ3ES"
"","","116","400 Count Clear Heavyweight Poly Sheet Protectors by Gold Seal 8.5' x 11' Extra Sturdy Secure Topload 400 Boxed Sheet Protectors","GOLD SEAL","$25.99","105","3","$2729","03/08/2020","$14.46","21","4.7","$11.53","29352","Office Products","B09TTX68GR","https://www.amazon.com/dp/B09TTX68GR"
"","","117","Avery Heavyweight and Super Heavyweight Easy Load Non-Glare Sheet Protector","AVERY","$19.73","42","1","$829","09/10/2014","$10.98","15","4.6","$8.75","70075","Office Products","B014T48U5E","https://www.amazon.com/dp/B014T48U5E"
"","","118","Avery Clear Quick Load Sheet Protectors Non-Glare Top & Side Load 50 Document Protectors (73803)","AVERY","$15.23","84","2","$1279","04/17/2006","$7.81","108","4.7","$7.42","64980","Office Products","B00006IC7K","https://www.amazon.com/dp/B00006IC7K"
"","","119","Avery Diamond Clear Page-Size Sheet Protectors Pre-Punched For Use With Tab Dividers Top Load 50 Document Protectors (74203)","AVERY","$16.33","100","3","$1633","10/30/2006","$0.76","197","4.5","$15.57","44573","Office Products","B00006IC81","https://www.amazon.com/dp/B00006IC81"
"","","120","Side Loading Sheet Protectors tutata 50 Pack Page Protectors Plastic Sleeves for Ring Binder Letter Size 8.5 x 11 inches Crystal Clear","tutata","$7.99","48","1","$384","01/10/2022","$1.65","6","4.4","$6.34","44053","Office Products","B09K6L2CFG","https://www.amazon.com/dp/B09K6L2CFG"
"","","121","Oxford Lightweight Sheet Protectors Non Glare Matte Top Load Letter Size Plastic Sleeves Reinforced 3 Hole Punch for Binders 200 per Box (33266)","Oxford","$12.22","154","5","$1882","01/14/2021","$5.25","197","4.1","$6.97","48926","Office Products","B08T6PYSCS","https://www.amazon.com/dp/B08T6PYSCS"
"","","122","Avery Diamond Clear Heavyweight Sheet Protectors Holds 8.5' x 14' Sheets Legal Size Easy Load 25ct (73897)","AVERY","$10.16","95","3","$965","11/16/2010","$5.57","463","4.7","$4.59","50572","Office Products","B004CSIHSS","https://www.amazon.com/dp/B004CSIHSS"
"","","123","KTRIO Sheet Protectors 8.5 x 11 inch Clear Page Protectors for 3 Ring Binder Plastic Sleeves for Binders Top Loading Paper Protector Letter Size 500 Pack","KTRIO","$24.99","154","5","$3848","12/06/2019","$13.61","156","4.8","$11.38","44460","Office Products","B08148TCC6","https://www.amazon.com/dp/B08148TCC6"
"","","124","C-Line Top Loading Standard Weight Poly Sheet Protectors Clear 8.5 x 11 Inches 50 per Box (62037)","C-Line","$9.54","42","1","$401","08/02/2017","$3.59","64","4.6","$5.95","71489","Office Products","B00094GWGS","https://www.amazon.com/dp/B00094GWGS"
"","","125","Blue Summit Supplies Mini Sheet Protectors 5.5 x 8.5 Inch Page Size Opening Clear Plastic Inserts with Reinforced 3 Hole Design Playbill Sleeves for Mini Binder Top Loaded 200 Pack","Blue Summit Supplies","$11.99","330","11","$3957","08/08/2019","$5.05","305","4.7","$6.94","23745","Office Products","B07W61ZT31","https://www.amazon.com/dp/B07W61ZT31"
"","","126","250 Count Clear Heavyweight Poly Sheet Protectors by Gold Seal 8.5' x 11' Extra Sturdy Secure Topload 250 Boxed Sheet Protectors","GOLD SEAL","$20.99","70","2","$1469","03/08/2020","$11.11","14","5","$9.88","107883","Office Products","B09TV9WXQQ","https://www.amazon.com/dp/B09TV9WXQQ"
"","","127","C-Line Top Loading Standard Weight Poly Sheet Protectors Clear 8.5 x 11 Inches 25 per Pack (05047)","C-Line","$6.97","15","0","$105","11/30/2009","$2.85","12","3.8","$4.12","166447","Office Products","B002UXRNXW","https://www.amazon.com/dp/B002UXRNXW"
"","","128","Heavy Duty Recipe Protectors Holds Standard 8.5' x 11' Paper 30 Pack Reinforced Holes Refill Sheets For 3 Ring Binders","Toucan Craft Supplies","$6.49","6","0","$39","03/19/2018","$2.6","41","4.5","$3.89","238304","Office Products","B07BLM3K37","https://www.amazon.com/dp/B07BLM3K37"
"","","129","Dunwell 11x17 Sheet Protectors Landscape - (Heavyweight 25 Pack) 11 x 17' Ledger Size Plastic Sleeves 3 Hole Punched Fits 3-Ring Binders Clear Archival Sleeves Oversized Sheet Protectors","Dunwell","$12.99","416","13","$5404","09/17/2020","$5.9","488","4.6","$7.09","16100","Office Products","B08C2YZ99C","https://www.amazon.com/dp/B08C2YZ99C"
"","","130","12-inch-by-12-inch Album Refill Sheet Protectors","Ultra Pro","$7.99","120","4","$959","09/15/2009","$3.02","521","4.7","$4.97","41329","Office Products","B002PAVING","https://www.amazon.com/dp/B002PAVING"
"","","131","Avery Heavyweight Diamond Clear Sheet Protectors 8.5' x 11' Acid-Free Archival Safe Easy Load 200ct (74400)","AVERY","$29.12","41","1","$1194","03/19/2013","$18.02","35","4.5","$11.10","64853","Office Products","B00EK3HWCC","https://www.amazon.com/dp/B00EK3HWCC"
"","","132","Dunwell Binders with Plastic Sleeves 24-Pocket - (2 Pack Black) Presentation Books 8.5x11 Portfolio Folders with 8.5 x 11 Sheet Protectors Each Displays 48 Pages Letter Size Documents Awards","Dunwell","$12.99","3384","112","$43958","02/07/2022","$7.45","3577","4.7","$5.54","2186","Office Products","B09RZZ59Z9","https://www.amazon.com/dp/B09RZZ59Z9"
"","","133","Better Office Products Sheet Protectors 500 Count","Better Office Products","$27.99","50","1","$1400","05/15/2018","$16.76","332","4.7","$11.23","121655","Office Products","B07D45J5TL","https://www.amazon.com/dp/B07D45J5TL"
"","","134","200 Sheet Protectors 11 Hole Lightweight Binder Sleeves Designed to Protect Frequently Used 8.5 x 11 Papers Acid and PVC Free Clear Plastic Design 9.25 x 11.25 Top Loaded 200 Pack","Blue Summit Supplies","$12.99","64","2","$831","12/16/2017","$5.25","2654","4.7","$7.74","22817","Office Products","B07C85994C","https://www.amazon.com/dp/B07C85994C"
"","","135","Universal Top-Load Poly Sheet Protectors Standard Letter Clear 100/box","Universal","$11.48","82","2","$941","12/01/2004","$4.62","291","4.6","$6.86","36555","Office Products","B001E6C6GK","https://www.amazon.com/dp/B001E6C6GK"
"","","136","Race Bib Display Vinyl Protector Sheets Running Medal Hanger Display Clear Protective Medal Holder Plastic Race Bib Holder Sleeves for Marathon Runners Players Athletes (24)","Lewtemi","$12.99","","","","04/25/2022","...","0","","","77249","Office Products","B09YV5M6XR","https://www.amazon.com/dp/B09YV5M6XR"
"","","137","Lion Binder Sheet Protectors 100ea/box 1 Box (40080)","LION","$11.72","30","1","$352","08/31/2012","$4.82","3","5","$6.90","92898","Office Products","B009F6PMVM","https://www.amazon.com/dp/B009F6PMVM"
"","","138","Better Office Products Sheet Protectors 100 Count (81450)","Better Office Products","$9.55","13","0","$124","02/22/2016","$2.98","993","4.6","$6.57","69052","Office Products","B01C4O889Y","https://www.amazon.com/dp/B01C4O889Y"
"","","139","60-Pocket Binder with Clear Sleeves for Displays 120 Pages8.5 x 11 / 9 x 12 inch Inserts Presentation Portfolio Presentation Book for Artwork Sheet Protector Binder Portfolio Display Book (Blue)","TBAKPU","$9.99","24","0","$240","03/07/2022","$5.42","1","4","$4.57","131733","Office Products","B09V2WS5T1","https://www.amazon.com/dp/B09V2WS5T1"
"","","140","Samsill Clear Heavyweight Top Load Sheet Protectors Universal 11 Hole Punch Fits 3 Ring 4 Ring and 2 Ring Binders. Acid Free and Archival Safe Box of 100.","Samsill","$8.49","121","4","$1027","08/09/2017","$1.43","478","4.6","$7.06","48548","Office Products","B074Q3J2C6","https://www.amazon.com/dp/B074Q3J2C6"
"","","141","PERFORMORE 25 Pack of 8.5 x 14 Legal Size Heavyweight Clear Sheet Protectors Plastic Legal Paper Sleeves Clear Archival Quality Long Sheet Protectors for Binders Documents","Performore","$8.99","143","4","$1286","11/30/2017","$4.57","27","4.8","$4.42","59795","Office Products","B092LSL58J","https://www.amazon.com/dp/B092LSL58J"
"","","142","PERFORMORE 25 Pack of 8.5 x 14 Heavyweight Landscape Sheet Protectors Legal Paper Sleeves Clear Archival Quality Horizontal Legal Size Clear Sheet Protectors for Binders Documents","Performore","$12.99","72","2","$935","11/30/2017","$7.45","21","4.7","$5.54","57262","Office Products","B092LMG319","https://www.amazon.com/dp/B092LMG319"
"","","143","Heavyweight Sheet Protectors Holds 8.5 x 11 inch Sheets 9.25 x 11.25 inch Top Loading Clear Reinforced 11-Hole Acid-Free Archival Safe for Documents and Photos (500 Sheets)","RUBEX","$29.99","313","10","$9387","07/24/2019","$16.96","1190","4.8","$13.03","26282","Office Products","B07PVKP87X","https://www.amazon.com/dp/B07PVKP87X"
"","","144","Wilson Jones Sheet Protectors Heavy Weight Top-Loading Non-Glare 100 Sheets/Box (W21413)","Wilson Jones","$21.99","75","2","$1649","04/30/2008","$12.9","397","4.5","$9.09","66830","Office Products","B0000Y7E2S","https://www.amazon.com/dp/B0000Y7E2S"
"","","145","200 Count Diamond Clear Sheet Protectors Added Anti Glare Coating Standard Durable Weight by Gold Seal 8.5 x 11' Topload 200 Boxed Sheet Protectors","GOLD SEAL","$14.99","50","1","$750","03/08/2020","$6.95","23","4.7","$8.04","87357","Office Products","B09TTYPPYP","https://www.amazon.com/dp/B09TTYPPYP"
"","","146","100 Clear Sheet Protectors 8.5' x 11' Clear Page Protectors for 3 Ring Binder Plastic Sheet Sleeves Top Loading Paper Protector with Reinforced Holes Archival Safe for Documents and Photos","Officewerks","$8.99","920","30","$8271","06/30/2017","$4.05","1956","4.5","$4.94","14093","Office Products","B07285VNDW","https://www.amazon.com/dp/B07285VNDW"
"","","147","C-Line Top Loading Heavyweight Poly Sheet Protectors Non-Glare 8.5 x 11 Inches 100 per Box (62028)","C-Line","$18.79","81","2","$1522","12/01/2004","$10.18","226","4.8","$8.61","53922","Office Products","B000NNTYSS","https://www.amazon.com/dp/B000NNTYSS"
"","","148","Staples Sheet Protector Clear 100/Pack (13860-CC)","STAPLES","$13.48","0","0","$0","04/21/2019","...","13","4.2","","145824","Office Products","B06W55SQZC","https://www.amazon.com/dp/B06W55SQZC"
"","","149","Avery Clear Protect 'n Tab Tabbed Sheet Protector Dividers 5-Tab Set Top Load 5 Page Protectors (74160)","AVERY","$5.50","35","1","$193","04/17/2006","$1.76","89","4.5","$3.75","72328","Office Products","B000RMSAGC","https://www.amazon.com/dp/B000RMSAGC"
"","","150","Color Edge Sheet Protectors 100/Box by Better Office Products Color Coded Edges 8.5 x 11 Inches 5 Assorted Colors 100 Pack","Better Office Products","$17.99","13","0","$234","02/13/2019","$10.15","168","4.7","$7.84","142226","Office Products","B07NQTXQ3L","https://www.amazon.com/dp/B07NQTXQ3L"
